date,Text,Clean_text,Verdict
2012-10-22,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",want see world break various forms chaos manufacture goods put people work million rather people coming farms every year coming cities needing jobs,1
2012-10-22,So they want the economy to work and the world to be free and open.,want economy work world free open,-1
2012-10-22,And so we can be a partner with China.,partner china,-1
2012-10-22,"We don't have to be an adversary in any way, shape or form.",adversary way shape form,-1
2012-10-22,"If we don't have the best education system in the world, if we don't continue to put money into research and technology that will allow us to create great businesses here in the United States, that's how we lose the competition.",best education system world continue put money research technology allow us create great businesses united states lose competition,1
2012-10-22,"We can work with them, we can collaborate with them, if they're willing to be responsible.",work collaborate willing responsible,-1
2012-10-22,How strong are we going to be?,strong going,-1
2012-10-22,How strong is our economy?,strong economy,-1
2012-10-22,"They look at the fact that we owe 'em a trillion dollars and owe other people $16 trillion in total, including that.",look fact owe em trillion dollars owe people trillion total including,1
2012-10-22,They look at our -- our decision to -- to cut back on our military capabilities.,look decision cut back military capabilities,-1
2012-10-22,The secretary of defense called these trillion dollars of cuts to our military devastating.,secretary defense called trillion dollars cuts military devastating,1
2012-10-22,"It's not my term, it's the president's own secretary of defense called these trillion dollars of cuts to our military devastating.",term president secretary defense called trillion dollars cuts military devastating,1
2012-10-22,"It's not my term, it's the president's own Secretary of Defense, called them devastating.",term president secretary defense called devastating,1
2012-10-22,"They look at America's commitments around the world and they see what's happening, and they say, well, OK. Is America going to be strong?",look america commitments around world see happening say well ok america going strong,-1
2012-10-22,"And the answer is, yes, if I'm president, America will be very strong.",answer yes president america strong,-1
2012-10-22,We'll also make sure that we have trade relations with China that work for us.,also make sure trade relations china work us,-1
2012-10-22,"Now, they look at us and say, Is it a good idea to be with America?",look us say good idea america,-1
2012-10-22,"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.",watched year year companies shut people lost jobs china played rules part holding artificially value currency,1
